Department,Department_Name,Division,Gender,Base Salary,Overtime Pay,Longevity Pay,Grade
SHF,Sheriff's Office,SHF 48 Court and Transport,M,107198,463.91,,D1
SHF,Sheriff's Office,SHF 48 Court and Transport,M,97606,1.98,1577.28,G4
SHF,Sheriff's Office,SHF 48 Court and Transport,M,107198,13531.27,,D1
SHF,Sheriff's Office,SHF 48 Court and Transport,M,97606,1637.01,4967.21,G4
SHF,Sheriff's Office,SHF 48 Court and Transport,M,107198,,4276.03,D1
SHF,Sheriff's Office,SHF 48 Court and Transport,M,94363,,,G4
SHF,Sheriff's Office,SHF 48 Court and Transport,M,97606,3985.65,5391.74,G4
SHF,Sheriff's Office,SHF 48 Court and Transport,M,91232,1755.32,,G4
SHF,Sheriff's Office,SHF 48 Court and Transport,M,97606,1807.65,2923.61,G4
SHF,Sheriff's Office,SHF 48 Court and Transport,M,67999,196.18,,G4
SHF,Sheriff's Office,"SHF 48 Civil, Child Support and Criminal Divison",M,141871,,8589.14,D3
SHF,Sheriff's Office,SHF 48 Civil Process,M,69683,1495.77,,G4
SHF,Sheriff's Office,SHF 48 Civil Process,F,46796.3,,,13
SHF,Sheriff's Office,SHF 48 Civil Process,M,63082,6171.04,,G3
SHF,Sheriff's Office,SHF 48 Civil Process,M,107198,1040.22,3725.44,D1
SHF,Sheriff's Office,SHF 48 Civil Process,F,107198,4695.14,,D1
SHF,Sheriff's Office,SHF 48 Civil Process,F,61197.26,17.61,,13
SHF,Sheriff's Office,SHF 48 Civil Process,M,21651.2,,,N5
SHF,Sheriff's Office,SHF 48 Civil Process,F,77075,1391.38,,G4
SHF,Sheriff's Office,SHF 48 Civil Process,M,74527,3586.45,,G4
SHF,Sheriff's Office,SHF 48 Civil Process,M,97606,3414.41,1577.28,G4
SHF,Sheriff's Office,SHF 48 Civil Process,F,117759,9219.82,7121.44,D2
SHF,Sheriff's Office,SHF 48 Civil Process,F,72210.22,4094.12,,16
SHF,Sheriff's Office,SHF 48 Civil Process,M,72062,2124.73,,G4
SHF,Sheriff's Office,SHF 48 Civil Process,M,46796.3,,,13
SHF,Sheriff's Office,SHF 48 Child Support,M,97606,2616.5,,G4
SHF,Sheriff's Office,SHF 48 Child Support,M,97606,1879.78,3390.56,G4
SHF,Sheriff's Office,SHF 48 Child Support,F,107198,1600.29,3725.44,D1
SHF,Sheriff's Office,SHF 48 Child Support,M,97606,5619.07,,G4
SHF,Sheriff's Office,SHF 48 Child Support,F,65109,,3919.52,13
SHF,Sheriff's Office,SHF 48 Child Support,M,72062,,,G4
SHF,Sheriff's Office,SHF 48 Child Support,M,117759,112.62,7121.44,D2
SHF,Sheriff's Office,SHF 48 Attachments,F,107198,521.84,,D1
SHF,Sheriff's Office,SHF 48 Attachments,F,105514,,2643.44,D1
SHF,Sheriff's Office,SHF 48 Attachments,M,91232,3524.55,,G4
SHF,Sheriff's Office,SHF 48 Administration,F,56348.67,162.61,,N16
SHF,Sheriff's Office,SHF 48 Administration,M,103034,266.79,2045.92,N23
SHF,Sheriff's Office,SHF 48 Administration,M,105519.47,,,N26
SHF,Sheriff's Office,SHF 48 Administration,M,53439,211.97,,G1
SHF,Sheriff's Office,SHF 48 Administration,M,53439,,,G1
SHF,Sheriff's Office,SHF 48 Administration,M,53439,,,G1
SHF,Sheriff's Office,SHF 48 Administration,M,53439,,,G1
SHF,Sheriff's Office,SHF 48 Administration,M,53439,,,G1
SHF,Sheriff's Office,SHF 48 Administration,M,97606,10433.36,3390.56,G4
SHF,Sheriff's Office,SHF 48 Administration,F,173353,,,
SHF,Sheriff's Office,SHF 48 Administration,M,97606,,,G4
SHF,Sheriff's Office,SHF 48 Administration,M,175613.39,,,
SHF,Sheriff's Office,SHF 48 Administration,F,81770,,1483.09,N18
SHF,Sheriff's Office,SHF 48 Administration,M,187484.86,,7937.92,
SHF,Sheriff's Office,SHF 48 Administration,M,132423.19,4484.25,,N30
SHF,Sheriff's Office,SHF 48 Administration,F,74527,824.04,,G4
SHF,Sheriff's Office,SHF 48 Administration,M,77075,1375.4,,G4
SHF,Sheriff's Office,SHF 48 Administration,F,72062,4484.96,,G4
SHF,Sheriff's Office,SHF 48 Administration,F,81770,1439.47,1621.6,N18
SHF,Sheriff's Office,SHF 48 Administration,M,117759,3434.89,7121.44,D2
SHF,Sheriff's Office,SHF 48 Administration,M,156058,,8367.44,D4
SHF,Sheriff's Office,SHF 48 Administration,M,129534.9,1902.23,,D3
SHF,Sheriff's Office,SHF 48 Administration,M,107198,6613.37,,D1
SHF,Sheriff's Office,SHF 48 Administration,M,117759,4960.06,4095.68,D2
SHF,Sheriff's Office,SHF 48 Administration,F,103034,,2045.92,N23
SHF,Sheriff's Office,SHF 48 Administration,F,91848.09,,705.6,N23
SHF,Sheriff's Office,SHF 48 Administration,M,85603.18,116.87,,N20
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,59465.93,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,52975.44,142.81,,16
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,93895,,5441.33,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,103034,,,N23
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,73273.31,357.39,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,72665.27,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,53829,,,18
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,113285.68,,,M3
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,91599.08,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,103034,,2045.92,N23
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,77897.94,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,88728.86,705.52,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,85729.1,418.15,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,65682,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,57455,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,60184,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,60000,302.9,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,54184,,,18
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,61427,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,65878.93,,,N21
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,63518.66,200.68,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,93895,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,82281.61,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,75096.16,366.29,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,67411.76,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,74954.3,,,21
REC,Department of Recreation,REC 72 Special Programs,M,42577,,,14
REC,Department of Recreation,REC 72 Special Programs,F,68130,1044.86,,14
REC,Department of Recreation,REC 72 Special Programs,F,50250,,,14
REC,Department of Recreation,REC 72 Special Programs,F,130336.64,,,M3
REC,Department of Recreation,REC 72 Special Programs,F,73119.7,,,N25
REC,Department of Recreation,REC 72 Special Programs,F,68130,,,14
REC,Department of Recreation,REC 72 Special Programs,F,70256.26,1863.41,,20
REC,Department of Recreation,REC 72 Special Programs,F,93895,,,21
REC,Department of Recreation,REC 72 Senior Programs,F,85729.1,,,21
REC,Department of Recreation,REC 72 Senior Programs,F,101504.29,,,N23
REC,Department of Recreation,REC 72 Senior Programs,F,104608.45,,,M3
REC,Department of Recreation,REC 72 Senior Programs,F,93895,,,21
REC,Department of Recreation,REC 72 Senior Programs,F,67411.78,,,21
REC,Department of Recreation,REC 72 Senior Programs,F,63228.28,,,18
REC,Department of Recreation,REC 72 Senior Programs,F,93895,,2794.4,21
REC,Department of Recreation,REC 72 Senior Programs,F,93895,,,21
REC,Department of Recreation,REC 72 Senior Programs,M,58862,244.11,,18
REC,Department of Recreation,REC 72 Senior Programs,F,93000,88.37,,N23
REC,Department of Recreation,REC 72 Senior Programs,M,70183.49,936.37,,21
REC,Department of Recreation,REC 72 Senior Programs,F,63518.66,,,21
REC,Department of Recreation,REC 72 Senior Programs,F,82222.67,,,21
REC,Department of Recreation,REC 72 Senior Programs,M,70438.79,382.92,,18
REC,Department of Recreation,REC 72 Programs Division,F,169512.36,,,M2
REC,Department of Recreation,REC 72 Office of the Director,F,195000,,,EX1
REC,Department of Recreation,REC 72 Office of the Director,F,111407,,917.64,N25
REC,Department of Recreation,REC 72 Office of the Director,F,68506.62,,,18
REC,Department of Recreation,REC 72 Office of the Director,F,81770,,,N18
REC,Department of Recreation,REC 72 Office of the Director,F,160021.83,,,M2
REC,Department of Recreation,REC 72 Northern Region Area I,F,68317.07,,,21
REC,Department of Recreation,REC 72 Information Technology,M,85615,,,19
REC,Department of Recreation,REC 72 Information Technology,F,127703.46,,,N28
REC,Department of Recreation,REC 72 Information Technology,M,81873.13,,,20
REC,Department of Recreation,REC 72 Information Technology,M,125753.27,,,M3
REC,Department of Recreation,REC 72 Information Technology,M,106736.5,,,26
REC,Department of Recreation,REC 72 Facilities Division,M,50250,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,50250,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,65000,,,21
REC,Department of Recreation,REC 72 Facilities Division,M,53829,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,93895,,,21
REC,Department of Recreation,REC 72 Facilities Division,F,101350,,,N23
REC,Department of Recreation,REC 72 Facilities Division,M,115398.08,,,M3
REC,Department of Recreation,REC 72 Facilities Division,F,93895,,2716.32,21
REC,Department of Recreation,REC 72 Facilities Division,F,93895,,5672,21
REC,Department of Recreation,REC 72 Facilities Division,M,85100.46,177.89,,21
REC,Department of Recreation,REC 72 Facilities Division,F,57680.13,,,18
REC,Department of Recreation,REC 72 Facilities Division,F,59939.48,,,18
REC,Department of Recreation,REC 72 Facilities Division,F,62602.6,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,82298.71,,,21
REC,Department of Recreation,REC 72 Facilities Division,F,90917.28,672.07,,21
REC,Department of Recreation,REC 72 Facilities Division,M,61441.87,465.26,,18
REC,Department of Recreation,REC 72 Facilities Division,F,87542.18,,,N23
REC,Department of Recreation,REC 72 Facilities Division,F,67030.75,,,21
REC,Department of Recreation,REC 72 Facilities Division,M,97427.47,,,N23
REC,Department of Recreation,REC 72 Facilities Division,F,67030.77,843.47,,21
REC,Department of Recreation,REC 72 Facilities Division,M,52110,,,8
REC,Department of Recreation,REC 72 Facilities Division,M,66236.53,310.49,,21
REC,Department of Recreation,REC 72 Facilities Division,F,55528.67,360.41,,18
REC,Department of Recreation,REC 72 Facilities Division,F,85729.1,238.94,,21
REC,Department of Recreation,REC 72 Facilities Division,F,63228.28,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,93895,,5672,21
REC,Department of Recreation,REC 72 Facilities Division,M,103034,,,N23
REC,Department of Recreation,REC 72 Facilities Division,F,96484.45,,,N23
REC,Department of Recreation,REC 72 Facilities Division,M,93146.57,1024.43,,21
REC,Department of Recreation,REC 72 Facilities Division,M,93895,1015.71,,21
REC,Department of Recreation,REC 72 Facilities Division,F,50250,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,61384,,,18
REC,Department of Recreation,REC 72 Facilities Division,F,71184,,,21
REC,Department of Recreation,REC 72 Facilities Division,F,35186.2,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,113091,,,N25
REC,Department of Recreation,REC 72 Facilities Division,F,93895,831.95,2794.4,21
REC,Department of Recreation,REC 72 Facilities Division,F,121958.02,,,M3
REC,Department of Recreation,REC 72 Facilities Division,F,97480.44,404.22,,N23
REC,Department of Recreation,REC 72 Facilities Division,M,93895,1001.31,2794.4,21
REC,Department of Recreation,REC 72 Facilities Division,M,59465.93,280.2,,21
REC,Department of Recreation,REC 72 Facilities Division,M,61081.53,220.26,,21
REC,Department of Recreation,REC 72 Facilities Division,F,58667.94,395.51,,16
REC,Department of Recreation,REC 72 Facilities Division,M,61500,,,21
REC,Department of Recreation,REC 72 Facilities Division,F,41265.44,,,18
REC,Department of Recreation,REC 72 Facilities Division,F,57455,,,21
REC,Department of Recreation,REC 72 Facilities Division,F,50250,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,59465.93,640.13,,21
REC,Department of Recreation,REC 72 Facilities Division,F,62986.15,,,21
REC,Department of Recreation,REC 72 Facilities Division,F,66785.5,,,21
REC,Department of Recreation,REC 72 Facilities Division,F,93895,,,21
REC,Department of Recreation,REC 72 Facilities Division,F,89403.29,,,21
REC,Department of Recreation,REC 72 Countywide Programs,M,85041.53,,,21
REC,Department of Recreation,REC 72 Countywide Programs,M,87271.71,,,N23
REC,Department of Recreation,REC 72 Countywide Programs,F,71000,,,21
REC,Department of Recreation,REC 72 Countywide Programs,M,93895,,2794.4,21
REC,Department of Recreation,REC 72 Countywide Programs,M,93895,,3758,21
REC,Department of Recreation,REC 72 Countywide Programs,F,103034,31084.91,2045.92,N23
REC,Department of Recreation,REC 72 Countywide Programs,F,93895,718.35,5672,21
REC,Department of Recreation,REC 72 Countywide Programs,M,50250,217.44,,18
REC,Department of Recreation,REC 72 Countywide Programs,M,81024.52,1029.93,,21
REC,Department of Recreation,REC 72 Countywide Programs,F,111266.6,,,M3
REC,Department of Recreation,REC 72 Countywide Programs,F,93895,,5672,21
REC,Department of Recreation,REC 72 Countywide Programs,F,103034,1695.39,2045.92,N23
REC,Department of Recreation,REC 72 Countywide Programs,M,103034,,,N23
REC,Department of Recreation,REC 72 Countywide Programs,M,93895,,3798.8,21
REC,Department of Recreation,REC 72 Countywide Programs,M,93895,,3687.2,21
REC,Department of Recreation,REC 72 Countywide Programs,F,91781.73,185.85,,21
REC,Department of Recreation,REC 72 Countywide Programs,F,74614,6677.27,2216.16,16
REC,Department of Recreation,REC 72 Countywide Programs,F,46105,,,16
REC,Department of Recreation,REC 72 Countywide Programs,F,63842.94,173.09,,21
REC,Department of Recreation,REC 72 Countywide Programs,M,63735.97,,,21
REC,Department of Recreation,REC 72 Countywide Programs,F,54364.67,,,16
REC,Department of Recreation,REC 72 Countywide Programs,M,101350,,,N23
REC,Department of Recreation,REC 72 Countywide Programs,M,93895,,2794.4,21
REC,Department of Recreation,REC 72 Business Services,F,136637.7,,,M3
REC,Department of Recreation,REC 72 Business Services,M,62413.66,,,16
REC,Department of Recreation,REC 72 Business Services,F,75376.7,190.26,,N18
REC,Department of Recreation,REC 72 Business Services,F,124314.17,,,M3
REC,Department of Recreation,REC 72 Business Services,F,74614,223.2,3717.28,16
REC,Department of Recreation,REC 72 Business Services,F,113091,,,N25
REC,Department of Recreation,REC 72 Business Services,F,96628.95,,,N25
REC,Department of Recreation,REC 72 Business Services,F,74614,846.38,775.44,16
REC,Department of Recreation,REC 72 Business Services,F,101674.07,13344.84,,N23
REC,Department of Recreation,REC 72 Aquatic Team Management,M,57455,,,21
REC,Department of Recreation,REC 72 Aquatic Team Management,M,107934,,,N24
REC,Department of Recreation,REC 72 Aquatic Team Management,M,93895,,2794.4,21
REC,Department of Recreation,REC 72 Aquatic Team Management,F,122914.81,,,M3
REC,Department of Recreation,REC 72 Aquatic Team Management,M,90565.53,1240.95,,N23
REC,Department of Recreation,REC 72 Aquatic Team Management,M,103034,,,N23
REC,Department of Recreation,REC 72 Aquatic Team Management,M,103034,,,N23
REC,Department of Recreation,REC 72 Aquatic Team Management,F,93895,192.99,,21
REC,Department of Recreation,REC 72 Aquatic Team Management,F,93895,5089.05,2860,21
REC,Department of Recreation,REC 72 Aquatic Team Management,F,65132.16,,,21
REC,Department of Recreation,REC 72 Aquatic Team Management,F,65365.39,248.43,,21
REC,Department of Recreation,REC 72 Aquatic Team Management,M,50250,,,18
REC,Department of Recreation,REC 72 Aquatic Team Management,M,53767.75,,,18
REC,Department of Recreation,REC 72 Aquatic Team Management,F,59465.93,80.44,,21
REC,Department of Recreation,REC 72 Aquatic Team Management,M,52024.81,,,18
REC,Department of Recreation,REC 72 Aquatic Team Management,F,103034,222.92,,N23
REC,Department of Recreation,REC 72 Aquatic Team Management,M,87773.77,3509.08,,N23
REC,Department of Recreation,REC 72 Aquatic Team Management,M,77753.06,,,21
REC,Department of Recreation,REC 72 Aquatic Team Management,F,71452.3,,,16
REC,Department of Recreation,REC 72 Aquatic Team Management,M,67411.78,194.46,,21
REC,Department of Recreation,REC 72 Aquatic Team Management,M,59144.53,,,21
REC,Department of Recreation,REC 72 Aquatic Team Management,F,72930,,341.76,16
REC,Department of Recreation,REC 72 Aquatic Team Management,M,93986.28,,,N25
REC,Department of Recreation,REC 72 Aquatic Team Management,M,63220.41,,,21
REC,Department of Recreation,REC 72 Aquatic Team Management,M,101350,,,N23
REC,Department of Recreation,REC 72 Aquatic Team Management,M,50250,,,18
REC,Department of Recreation,REC 72 Administration Division,F,66236.53,,,21
REC,Department of Recreation,REC 72 Administration Division,F,77566.01,491.6,,21
PRO,Office of Procurement,PRO 35 Procurement Services Section,F,65109,,1931.2,13
PRO,Office of Procurement,PRO 35 Procurement Services Section,F,79367.94,405.67,,N22
PRO,Office of Procurement,PRO 35 Procurement Services Section,F,134665.03,,,M3
PRO,Office of Procurement,PRO 35 Procurement Services Section,F,60000,,,16
PRO,Office of Procurement,PRO 35 Procurement Services Section,M,74614,,2216.16,16
