Department,Department Name,Division,Gender,Base Salary,2021 Overtime Pay,2021 Longevity Pay,Grade
ABS,Alcohol Beverage Services,Montrose,M,19513.98,2.18,,12
ABS,Alcohol Beverage Services,Olney,M,51738.17,1.87,,14
ABS,Alcohol Beverage Services,Westwood,M,18853.5,1.36,,12
ABS,Alcohol Beverage Services,ABS 85 Hampden Lane,M,18853.5,,,12
ABS,Alcohol Beverage Services,Seneca Meadows,F,18853.5,,,12
ABS,Alcohol Beverage Services,Walnut Hill,F,18853.5,,,12
ABS,Alcohol Beverage Services,Aspen Hill,F,18853.63,,,12
ABS,Alcohol Beverage Services,Downtown Rockville,M,22397.91,,,12
ABS,Alcohol Beverage Services,ABS 85 Leisure World,F,27184.07,,,12
ABS,Alcohol Beverage Services,Administrative Services,F,36465,,4328.47,16
ABS,Alcohol Beverage Services,ABS 85 Hampden Lane,F,36534.43,,,12
ABS,Alcohol Beverage Services,ABS 85 Goshen Crossing,F,36534.43,,,12
ABS,Alcohol Beverage Services,ABS 85 Leisure World,M,38380.34,,,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,42584.5,,,10
ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,48205.13,,,15
ABS,Alcohol Beverage Services,King Farm,M,48444,,2207.64,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,F,48444,,,12
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",M,50265.52,,,18
ABS,Alcohol Beverage Services,ABS 85 Poolesville,M,50988.38,,,14
ABS,Alcohol Beverage Services,Poolesville,M,50988.38,,,14
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,52498.52,,,10
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,53825.57,,,10
ABS,Alcohol Beverage Services,ABS 85 Flower Avenue,M,54619.2,,,14
ABS,Alcohol Beverage Services,Muddy Branch,M,56087.23,,,18
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,56097.49,,,15
ABS,Alcohol Beverage Services,Poolesville,M,56531.67,,,14
ABS,Alcohol Beverage Services,Westwood,M,58050.21,,,18
ABS,Alcohol Beverage Services,Silver Spring,M,58050.26,,,18
ABS,Alcohol Beverage Services,Cabin John,F,58050.28,,,18
ABS,Alcohol Beverage Services,White Oak,M,60096.16,,,18
ABS,Alcohol Beverage Services,Administrative Services,F,61910.16,,,16
ABS,Alcohol Beverage Services,Retail Administration,F,63167.59,,,16
ABS,Alcohol Beverage Services,Kensington,M,63950,,,18
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,64375.85,,,15
ABS,Alcohol Beverage Services,Director's Office,F,64993.08,,,18
ABS,Alcohol Beverage Services,Downtown Rockville,M,66446,,1980.17,14
ABS,Alcohol Beverage Services,Aspen Hill,M,66446,,,14
ABS,Alcohol Beverage Services,Aspen Hill,F,66613.22,,,18
ABS,Alcohol Beverage Services,Olney,M,67966.19,,,18
ABS,Alcohol Beverage Services,Customer Service,F,68101.16,,,18
ABS,Alcohol Beverage Services,Burtonsville,M,68947.28,,,18
ABS,Alcohol Beverage Services,Administrative Services,F,70157.82,,,18
ABS,Alcohol Beverage Services,Customer Service,F,70503.56,,,18
ABS,Alcohol Beverage Services,Seneca Meadows,M,70796.41,,,21
ABS,Alcohol Beverage Services,Administrative Services,F,72930,,4409.6,16
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",M,74343.38,,,22
ABS,Alcohol Beverage Services,Kensington,M,75841.8,,,21
ABS,Alcohol Beverage Services,Walnut Hill,F,75842,,,21
ABS,Alcohol Beverage Services,Downtown Rockville,F,76448.03,,,18
ABS,Alcohol Beverage Services,Retail Administration,M,77145.38,,,21
ABS,Alcohol Beverage Services,Customer Service,F,77458.46,,,18
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",M,79170,,,22
ABS,Alcohol Beverage Services,Retail Administration,F,79490.66,,,23
ABS,Alcohol Beverage Services,Wholesale Administration,F,80086,,,18
ABS,Alcohol Beverage Services,Cloverly,M,80086,,1105.48,18
ABS,Alcohol Beverage Services,King Farm,M,80086,,,18
ABS,Alcohol Beverage Services,Hampden Lane,M,80086,,,18
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,80086,,,18
ABS,Alcohol Beverage Services,Flower Avenue,F,80086,,,18
ABS,Alcohol Beverage Services,Wholesale Operations,F,80174.24,,,21
ABS,Alcohol Beverage Services,Goshen Crossing,M,81246.5,,,21
ABS,Alcohol Beverage Services,Fallsgrove,M,83550.9,,,21
ABS,Alcohol Beverage Services,Wheaton,M,83552.48,,,21
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",F,86295.95,,,21
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",F,87058.4,,,22
ABS,Alcohol Beverage Services,Administrative Services,M,87969,,1213.44,20
ABS,Alcohol Beverage Services,Potomac,M,90276.61,,,21
ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",M,90848,,,21
ABS,Alcohol Beverage Services,Montrose,F,91070.15,,,21
ABS,Alcohol Beverage Services,Olney,M,91383.27,,,21
ABS,Alcohol Beverage Services,Wholesale Operations,F,92211,,5574.4,21
ABS,Alcohol Beverage Services,Administrative Services,F,92211,,,21
ABS,Alcohol Beverage Services,White Oak,M,92211,,,21
ABS,Alcohol Beverage Services,Wholesale Operations,M,92211,,5574.4,21
ABS,Alcohol Beverage Services,Hampden Lane,M,92211,,,21
ABS,Alcohol Beverage Services,Wholesale Operations,M,92211,,5574.4,21
ABS,Alcohol Beverage Services,Wholesale Operations,F,92211,,1907.6,21
ABS,Alcohol Beverage Services,Aspen Hill,M,92211,,,21
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,92211,,,21
ABS,Alcohol Beverage Services,ABS 85 King Farm,M,92211,,1434.08,21
ABS,Alcohol Beverage Services,Kingsview,M,92211,,,21
ABS,Alcohol Beverage Services,ABS 85 Flower Avenue,M,92211,,,21
ABS,Alcohol Beverage Services,Retail Administration,M,98105.93,,,25
ABS,Alcohol Beverage Services,Retail Administration,F,101350,,1035.56,23
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",F,105270.89,,,25
ABS,Alcohol Beverage Services,Retail Administration,M,108656.27,,1484.8,25
ABS,Alcohol Beverage Services,Purchasing,M,109420.92,,,25
ABS,Alcohol Beverage Services,Customer Service,F,111407,,,25
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",M,111407,,2213.12,25
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",F,111407,,1537.28,25
ABS,Alcohol Beverage Services,Administrative Services,F,111407,,,25
ABS,Alcohol Beverage Services,Wholesale Administration,M,111407,,,25
ABS,Alcohol Beverage Services,Retail Administration,F,111407,,1029.12,25
ABS,Alcohol Beverage Services,IT Administration,F,116825,,3479.84,26
ABS,Alcohol Beverage Services,Administrative Services,M,116825,,,26
ABS,Alcohol Beverage Services,Wholesale Administration,M,126976.5,,,M3
ABS,Alcohol Beverage Services,ABS 85 IT Administration,M,128483,,,28
ABS,Alcohol Beverage Services,IT Administration,F,128483,,,28
ABS,Alcohol Beverage Services,Administration,M,129101.8,,,M3
CCL,County Council,Council Members and Staff,F,94530.42,,,26
ABS,Alcohol Beverage Services,Wholesale Administration,M,133218.75,,,M3
ABS,Alcohol Beverage Services,Administration,F,143447.15,,,M3
ABS,Alcohol Beverage Services,IT Administration,M,146923,,1996.64,M3
ABS,Alcohol Beverage Services,Administrative Services,M,146923,,,M3
ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",F,147755.45,,,M2
ABS,Alcohol Beverage Services,ABS 85 Marketing,F,166655.95,,,M2
ABS,Alcohol Beverage Services,Retail Administration,M,166728.6,,,M2
ABS,Alcohol Beverage Services,Administration,M,169856,,,M2
ABS,Alcohol Beverage Services,Wholesale Administration,M,169856,,,M2
ABS,Alcohol Beverage Services,Director,F,210000,,,0
ABS,Alcohol Beverage Services,ABS 85 Director,M,220000,,,0
BOA,Board of Appeals Department,Board of Appeals Division,F,63587,,,16
BOA,Board of Appeals Department,Board of Appeals Division,F,80086,,740.16,18
BOA,Board of Appeals Department,Executive Director,F,146923,,,M3
BOE,Board of Elections,Information Technology Division,F,88077.41,4446.25,,21
BOE,Board of Elections,Director's Office,F,76957.63,1282.03,,21
BOE,Board of Elections,Information Technology Division,F,80370.6,724.5,,19
BOE,Board of Elections,Registration Services,F,92211,229.28,5574.4,21
BOE,Board of Elections,Election Operations,F,101350,219.27,,23
BOE,Board of Elections,Voter Services,M,101350,219.27,,23
BOE,Board of Elections,Information Technology Division,M,93606.55,202.52,,23
BOE,Board of Elections,BOE 24 Polling Place Management,F,79261.62,114.33,,21
BOE,Board of Elections,Polling Place Management,M,72930,54.18,2172.56,16
BOE,Board of Elections,Registration Services,F,41702.68,,,16
BOE,Board of Elections,Voter Services,F,41702.68,,,16
BOE,Board of Elections,Registration Services,F,63425,,,13
BOE,Board of Elections,Registration Services,M,66329.51,,,16
BOE,Board of Elections,Registration Services,F,68642.67,,,16
BOE,Board of Elections,Registration Services,F,68642.67,,,16
BOE,Board of Elections,Registration Services,F,68642.67,,,16
BOE,Board of Elections,Absentee Voting,F,72930,,1009.92,16
BOE,Board of Elections,Absentee Voting,F,72930,,,16
BOE,Board of Elections,Election Judge Recruitment,F,80086,,,18
BOE,Board of Elections,BOE 24 Director's Office,F,83059.41,,,25
BOE,Board of Elections,Polling Place Management,M,83991.26,,,21
BOE,Board of Elections,Absentee Voting,F,90380.34,,,21
BOE,Board of Elections,Election Judge Recruitment,M,92211,,2746.64,21
BOE,Board of Elections,Information Technology Division,F,125721.43,,,28
BOE,Board of Elections,Director's Office,F,146917.48,,,M3
BOE,Board of Elections,BOE 24 Director,F,189950.76,,,M1
CAT,County Attorney's Office,Support Services,F,57510.44,3260.67,,15
CAT,County Attorney's Office,Support Services,F,72930,362.74,,16
CAT,County Attorney's Office,Health and Human Services,F,96146.64,341.57,,23
CAT,County Attorney's Office,Support Services,F,72190.89,196.57,,16
CAT,County Attorney's Office,Support Services,F,63425,56.34,,13
CAT,County Attorney's Office,Support Services,M,48324.15,16.59,,12
CAT,County Attorney's Office,Finance and Procurement,F,22202,,,5
CAT,County Attorney's Office,Support Services,F,53000,,,15
CAT,County Attorney's Office,Administration,F,55623.9,,,16
CAT,County Attorney's Office,Finance and Procurement,F,60793.18,,,16
CAT,County Attorney's Office,Finance and Procurement,F,64296.49,,,16
CAT,County Attorney's Office,Support Services,F,65475.63,,,16
CAT,County Attorney's Office,Support Services,F,70360.79,,,16
CAT,County Attorney's Office,Finance and Procurement,F,72930,,1006.48,16
CAT,County Attorney's Office,Finance and Procurement,F,72930,,1448.72,16
CAT,County Attorney's Office,Insurance Defense Litigation,F,80086,,1591.2,18
CAT,County Attorney's Office,Health and Human Services,F,80984.08,,,23
CAT,County Attorney's Office,Insurance Defense Litigation,F,81158.2,,,23
CAT,County Attorney's Office,Insurance Defense Litigation,F,84780.46,,,23
CAT,County Attorney's Office,Finance and Procurement,F,92211,,1831.44,21
CAT,County Attorney's Office,Human Resources and Appeals,M,92929.25,,,27
CAT,County Attorney's Office,Insurance Defense Litigation,M,93496.73,,,27
CAT,County Attorney's Office,Insurance Defense Litigation,F,93887.5,,,27
CAT,County Attorney's Office,Human Resources and Appeals,M,93894.59,,,27
CAT,County Attorney's Office,Administration,F,98505.25,,,23
CAT,County Attorney's Office,Support Services,F,101350,,1398.4,23
CAT,County Attorney's Office,Finance and Procurement,F,101350,,1398.4,23
CAT,County Attorney's Office,Insurance Defense Litigation,F,102281.69,,,27
CAT,County Attorney's Office,Health and Human Services,F,117364.65,,,32
CAT,County Attorney's Office,Insurance Defense Litigation,M,117740,,,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,122738.02,,,32
CAT,County Attorney's Office,Insurance Defense Litigation,M,122738.02,,,32
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,123051.59,,,32
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,125155.27,,,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,125406.24,,,32
CAT,County Attorney's Office,Health and Human Services,F,126757.71,,,32
CAT,County Attorney's Office,Government Operations,F,129391.57,,,32
CAT,County Attorney's Office,Human Resources and Appeals,F,131452.42,,,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,133799.79,,,32
CAT,County Attorney's Office,CAT 30 Health and Human Services,F,133799.79,,,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,137647.63,,,32
CAT,County Attorney's Office,Health and Human Services,F,137647.63,,,32
CAT,County Attorney's Office,Finance and Procurement,M,139940.5,,,32
CAT,County Attorney's Office,County Attorney's Office,M,140806.65,,,32
CAT,County Attorney's Office,Insurance Defense Litigation,M,141749.07,,,32
CAT,County Attorney's Office,Human Resources and Appeals,M,142480.78,,,32
CAT,County Attorney's Office,Insurance Defense Litigation,M,143088.89,,,32
CAT,County Attorney's Office,Human Resources and Appeals,M,144400.28,,,32
CAT,County Attorney's Office,Finance and Procurement,F,145771.35,,,32
CAT,County Attorney's Office,Finance and Procurement,F,145771.35,,,32
CAT,County Attorney's Office,County Attorney's Office,F,146921.24,,,M3
CAT,County Attorney's Office,Finance and Procurement,F,148587.69,,,32
CAT,County Attorney's Office,Human Resources and Appeals,F,148587.69,,,32
CAT,County Attorney's Office,Human Resources and Appeals,F,149030.06,,,32
CAT,County Attorney's Office,CAT 30 Insurance Defense Litigation,M,150527,,347.52,32
CAT,County Attorney's Office,CAT 30 Human Resources and Appeals,F,150527,,,32
CAT,County Attorney's Office,Government Operations,F,152785,,,32
CAT,County Attorney's Office,Health and Human Services,F,152785,,3034.72,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,152785,,,32
CAT,County Attorney's Office,CAT 30 Health and Human Services,F,152785,,2108,32
CAT,County Attorney's Office,"CAT 30 Zoning, Land Use and Economic Development",M,152785,,2382.04,32
CAT,County Attorney's Office,Finance and Procurement,F,152785,,,32
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",F,152785,,1411.2,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,152785,,3034.72,32
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,152785,,3034.72,32
CAT,County Attorney's Office,Government Operations,F,152785,,3034.72,32
CAT,County Attorney's Office,Insurance Defense Litigation,F,152785,,,32
CAT,County Attorney's Office,Government Operations,F,152785,,,32
CAT,County Attorney's Office,Health and Human Services,M,169853.36,,,M2
CAT,County Attorney's Office,Insurance Defense Litigation,F,169854.41,,,M2
CAT,County Attorney's Office,Human Resources and Appeals,F,169856,,,M2
CAT,County Attorney's Office,Government Operations,M,169856,,,M2
CCL,County Council,Council Members and Staff,F,95597.78,,,26
CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,169856,,,M2
CAT,County Attorney's Office,Finance and Procurement,M,169856,,,M2
CAT,County Attorney's Office,Administration,M,190042,,,M1
CAT,County Attorney's Office,County Attorney,M,220000,,,0
CCL,County Council,Council Central Staff,F,69642.66,7357.32,,17
CCL,County Council,Council Central Staff,F,72264.23,571.09,,21
CCL,County Council,CCL 01 Council Central Staff,F,92211,412.79,,21
CCL,County Council,Council Members and Staff,F,71698.34,233.16,,18
CCL,County Council,Council Central Staff,F,76419,82.69,,17
CCL,County Council,CCL 01 Council Members and Staff,F,17963,,,26
CCL,County Council,Council Members and Staff,F,34185.67,,,18
CCL,County Council,CCL 01 Council Central Staff,F,35676.56,,554.78,13
CCL,County Council,Council Central Staff,F,35676.56,,265.76,13
CCL,County Council,Council Members and Staff,M,44421.48,,,16
CCL,County Council,Council Members and Staff,F,45675,,,16
CCL,County Council,CCL 01 Council Members and Staff,F,48000,,,26
CCL,County Council,Council Members and Staff,F,50000,,,16
CCL,County Council,CCL 01 Council Members and Staff,F,50029.09,,,16
CCL,County Council,Council Members and Staff,F,50265.52,,,16
CCL,County Council,CCL 01 Council Members and Staff,M,52815.71,,,26
CCL,County Council,Council Members and Staff,F,54364.67,,,16
CCL,County Council,Council Members and Staff,M,55000,,,18
CCL,County Council,CCL 01 Council Members and Staff,F,55825,,,26
CCL,County Council,Council Members and Staff,M,55856.41,,,16
CCL,County Council,Council Members and Staff,M,58876.16,,,18
CCL,County Council,Council Members and Staff,M,59378,,,18
CCL,County Council,Council Members and Staff,F,61146.66,,,16
CCL,County Council,Council Members and Staff,M,61428,,,17
CCL,County Council,Council Members and Staff,M,63031.5,,,0
CCL,County Council,CCL 01 Council Central Staff,M,63425,,,13
CCL,County Council,CCL 01 Council Members and Staff,F,63497.25,,,26
CCL,County Council,Council Members and Staff,M,64430.94,,,18
CCL,County Council,Council Central Staff,F,64513.06,,,17
CCL,County Council,Council Members and Staff,M,65000,,,18
CCL,County Council,Council Members and Staff,F,65371.35,,,18
CCL,County Council,Council Members and Staff,M,65975,,,18
CCL,County Council,Council Members and Staff,F,67341.29,,,18
CCL,County Council,CCL 01 Council Members and Staff,M,68000,,,26
CCL,County Council,Council Members and Staff,F,68284,,,16
CCL,County Council,CCL 01 Council Members and Staff,M,68284.13,,,26
CCL,County Council,CCL 01 Council Central Staff,M,70164.46,,,25
CCL,County Council,Council Members and Staff,F,71050,,,18
CCL,County Council,Council Central Staff,M,71435.7,,,21
CCL,County Council,Council Members and Staff,F,72145.11,,,18
CCL,County Council,Council Central Staff,F,74813.1,,,21
CCL,County Council,CCL 01 Council Central Staff,F,76419,,800,17
CCL,County Council,Council Central Staff,F,76419,,1517.36,17
CCL,County Council,Council Central Staff,F,76419,,1517.36,17
CCL,County Council,Council Members and Staff,F,76564.78,,,22
CCL,County Council,Council Members and Staff,F,77376.11,,,18
CCL,County Council,CCL 01 Council Members and Staff,M,78189.31,,,26
CCL,County Council,Council Central Staff,F,84245,,,25
CCL,County Council,Council Members and Staff,M,86094.98,,,22
CCL,County Council,Council Central Staff,M,86275,,,25
CCL,County Council,CCL 01 Council Central Staff,M,87732.76,,,25
CCL,County Council,Council Central Staff,F,89282,,,25
CCL,County Council,Council Members and Staff,M,89316.81,,,26
CCL,County Council,Council Members and Staff,M,90000,,,22
CCL,County Council,Council Members and Staff,F,91137,,,26
CCL,County Council,Council Central Staff,M,93420.8,,,M2
CCL,County Council,Council Central Staff,M,96425,,,23
CCL,County Council,Council Members and Staff,F,96665,,,22
CCL,County Council,Council Central Staff,F,96821.55,,,23
CCL,County Council,Council Central Staff,F,99273.92,,,M3
CCL,County Council,CCL 01 Council Central Staff,F,101350,,,23
CCL,County Council,Council Central Staff,F,101350,,1398.4,23
CCL,County Council,Council Central Staff,M,101350,,,23
CCL,County Council,Council Central Staff,F,101350,,,23
CCL,County Council,CCL 01 Council Central Staff,F,101350,,,23
CCL,County Council,Council Central Staff,M,101350,,,23
CCL,County Council,CCL 01 Council Central Staff,F,102453.1,,,25
CCL,County Council,Council Central Staff,M,104498.74,,,26
CCL,County Council,Council Members and Staff,F,104921.81,,,26
CCL,County Council,Council Central Staff,F,107000,,,25
CCL,County Council,Council Central Staff,F,116725,,,32
CCL,County Council,Council Central Staff,F,116725,,,32
CCL,County Council,Council Central Staff,M,116825,,,26
CCL,County Council,Council Members and Staff,F,118349,,,0
CCL,County Council,Council Central Staff,F,123520.57,,,28
CCL,County Council,Council Members and Staff,M,126627.06,,,0
CCL,County Council,Council Members and Staff,F,126875,,,0
CCL,County Council,Council Central Staff,F,128483,,,28
CCL,County Council,Council Central Staff,F,128483,,,28
CCL,County Council,Council Central Staff,M,128483,,,28
CCL,County Council,CCL 01 Council Central Staff,F,133980,,,M2
CCL,County Council,Council Members and Staff,F,134270.23,,,0
CCL,County Council,Council Central Staff,F,138969.69,,,32
CCL,County Council,Council Members and Staff,F,146388.21,,,0
CCL,County Council,Council Members and Staff,M,146388.21,,,0
CCL,County Council,Council Members and Staff,M,146388.21,,,0
CCL,County Council,Council Members and Staff,M,146388.21,,,0
CCL,County Council,Council Members and Staff,M,146388.21,,,0
